artist;artistIds;asciiName;attractionLights;availability;boosterTypes;borderColor;cardParts;colorIdentity;colorIndicator;colors;defense;duelDeck;edhrecRank;edhrecSaltiness;faceConvertedManaCost;faceFlavorName;faceManaValue;faceName;finishes;flavorName;flavorText;frameEffects;frameVersion;hand;hasAlternativeDeckLimit;hasContentWarning;hasFoil;hasNonFoil;isAlternative;isFullArt;isFunny;isOnlineOnly;isOversized;isPromo;isRebalanced;isReprint;isReserved;isStarter;isStorySpotlight;isTextless;isTimeshifted;keywords;language;layout;leadershipSkills;life;loyalty;manaCost;manaValue;name;number;originalPrintings;originalReleaseDate;originalText;originalType;otherFaceIds;power;printings;promoTypes;rarity;rebalancedPrintings;relatedCards;securityStamp;setCode;side;signature;subsets;subtypes;supertypes;text;toughness;type;types;uuid;variations;watermark
Alex Horley-Orlandelli;1631a2ad-bf03-4ab9-b86c-60da982d58a1;;;paper;;borderless;;W;;W;;;394.0;0.15;;;;;nonfoil, foil;;"""Today's the last day you'll fear sewer crocs, Garg. Form now on, the sewer crocs will fear you.""";inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{2}{W};3.0;Mentor of the Meek;340;;;Whenever another creature with power 2 or less enters the battlefield under your control, you may pay {1}. If you do, draw a card.;Creature — Human Soldier;;2;2X2, C14, C16, E01, ISD, JMP, LTC, M19, MOC, ONC, PM19, PRM, SCD, VOC;boosterfun;uncommon;;;;2X2;;;;Human, Soldier;;Whenever another creature with power 2 or less enters the battlefield under your control, you may pay {1}. If you do, draw a card.;2;Creature — Human Soldier;Creature;757e6ffc-f1ec-5ad2-995d-fd09e392b906;73ae97f7-f6a2-587c-9851-3feaa23da4db;
Douglas Shuler;a9ddb513-51c7-455c-ab8f-5b90aae9f75b;;;paper;;borderless;;W;;W;;;12400.0;;;;;;nonfoil, foil;;Ojutai sought to rewrite history. Those who disagreed sought the truth elsewhere.;inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;Prowess;English;normal;;;;{1}{W};2.0;Seeker of the Way;341;;;Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)\nWhenever you cast a noncreature spell, Seeker of the Way gains lifelink until end of turn.;Creature — Human Warrior;;2;2X2, CP3, IMA, KTK, MB1, PRM;boosterfun;common;;;;2X2;;;;Human, Warrior;;Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)\nWhenever you cast a noncreature spell, Seeker of the Way gains lifelink until end of turn.;2;Creature — Human Warrior;Creature;3ba26d10-99b3-53a3-a36b-ec14a4113a90;44eaca88-b941-59d5-8690-b8f0b2f1b0e9;
Pete Venters;d54c4a1a-c0c5-4834-84db-125d341f3ad8;;;paper;;borderless;;W;;W;;;46.0;2.11;;;;;nonfoil, foil;;"""Oh, how I love gold. I'd eat and breathe it if I could.""\n—Leland, tax collector";inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;Treasure;English;normal;;;;{3}{W};4.0;Smothering Tithe;342;;;Whenever an opponent draws a card, that player may pay {2}. If the player doesn't, you create a Treasure token.;Enchantment;;;2X2, P22, PRM, PRNA, RNA;boosterfun;rare;;;oval;2X2;;;;;;"Whenever an opponent draws a card, that player may pay {2}. If the player doesn't, you create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")";;Enchantment;Enchantment;c599bdd0-d7fb-5996-8651-4362bc68242b;8a0ce690-5a0d-5944-8388-ad7a95cb1d40, e171d406-a546-57a4-a8a5-1711aa6a8213;
Greg Staples;93d65564-bf00-447b-8406-e2031f03b6b1;;;paper;;borderless;;W;;W;;;75.0;1.52;;;;;nonfoil, foil;;;inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{2}{W};3.0;Teferi's Protection;343;;;Until your next turn, your life total can't change and you gain protection from everything. All permanents you control phase out. (While they're phased out, they're treated as though they don't exist. They phase in before you untap during your untap step.)\nExile Teferi's Protection.;Instant;;;2X2, C17, J18, MB1, PRM, PZ2, SLD, STA;boosterfun;rare;;;oval;2X2;;;;;;Until your next turn, your life total can't change and you gain protection from everything. All permanents you control phase out. (While they're phased out, they're treated as though they don't exist. They phase in before you untap during your untap step.)\nExile Teferi's Protection.;;Instant;Instant;b3fe4fff-90b6-5631-b7db-66c921c33cfd;90dea43d-b2bb-574d-8c93-6d14d35dbd5a, be0745d1-0a66-53e3-9ec2-19c321916c58;
Dan Frazier;059bba56-5feb-42e4-8c2e-e2f1e6ba11f9;;;paper;;borderless;;W;;W;;;965.0;0.04;;;;;nonfoil, foil;;"""What will be has always been.""\n—Wall inscription";inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;Defender;English;normal;;;;{1}{W};2.0;Wall of Omens;344;;;Defender\nWhen Wall of Omens enters the battlefield, draw a card.;Creature — Wall;;0;2X2, AFC, CMD, DDK, EMA, F11, KHC, MB1, PRM, PZ1, ROE;boosterfun;uncommon;;;;2X2;;;;Wall;;Defender\nWhen Wall of Omens enters the battlefield, draw a card.;4;Creature — Wall;Creature;9da8789e-40e1-5175-b66f-5278b4e2d840;1f645031-97ad-5817-ae0a-308830becc9a;
Mark Zug;48e2b98c-5467-4671-bd42-4c3746115117;;;paper;;borderless;;U;;U;;;518.0;1.73;;;;;nonfoil, foil;;Blessed by the lands of winter.;inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;Flying;English;normal;;;;{4}{U}{U};6.0;Consecrated Sphinx;345;;;Flying\nWhenever an opponent draws a card, you may draw two cards.;Creature — Sphinx;;4;2X2, IMA, MBS, MP2, SLD;boosterfun;mythic;;;oval;2X2;;;;Sphinx;;Flying\nWhenever an opponent draws a card, you may draw two cards.;6;Creature — Sphinx;Creature;106eb1f8-1452-55cd-8bfb-7db43bc5a3ce;1c66d6f7-adef-57d5-a4e2-90082a650327, bf3e52bb-4017-5760-8db6-838ee858421d;
Greg Hildebrandt;020f967b-0d2f-4166-aabe-901dba8bc7ec;;;paper;;borderless;;U;;U;;;234.0;1.69;;;;;nonfoil, foil;;Not even the most seathing critics can break her concentration.;inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{1}{U}{U};3.0;Force of Negation;346;;;If it's not your turn, you may exile a blue card from your hand rather than pay this spell's mana cost.\nCounter target noncreature spell. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.;Instant;;;2X2, H1R, MH1, PRM;boosterfun;rare;;;oval;2X2;;;;;;If it's not your turn, you may exile a blue card from your hand rather than pay this spell's mana cost.\nCounter target noncreature spell. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.;;Instant;Instant;e6f88c32-1836-5add-8995-9b18d6f7b34b;03e8a3a3-b9c7-5aed-ab0d-7ea7fc9c8ad8, 3ccbf5e8-fc80-5256-956b-6da4542397ee;
David O'Connor;bd8dcf6f-4ab3-4854-bfb0-f2e21610fc16;;;paper;;borderless;;U;;U;;;;;;;;;nonfoil, foil;;;inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{3}{U};4.0;Gifts Ungiven;347;;;Search your library for up to four cards with different names and reveal them. Target opponent chooses two of those cards. Put the chosen cards into your graveyard and the rest into your hand. Then shuffle.;Instant;;;2X2, CHK, MM3, MMA, PRM, SS1, V09;boosterfun;rare;;;oval;2X2;;;;;;Search your library for up to four cards with different names and reveal them. Target opponent chooses two of those cards. Put the chosen cards into your graveyard and the rest into your hand. Then shuffle.;;Instant;Instant;d863befe-facd-5a0e-92ae-5468fb4e4f14;a5b7204f-89b6-5770-a907-b43b104b276b, 541a2ae4-d3a0-5d30-8dce-9e8c17c3dc64;
Chuck Lukacs;2bdf4da7-c66c-4c46-a253-284c856ccfab;;;paper;;borderless;;U;;U;;;100.0;1.71;;;;;nonfoil, foil;;"""I suppose you've never heard of conservation of energy.""";inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{U}{U};2.0;Mana Drain;348;;;Counter target spell. At the beginning of your next main phase, add an amount of {C} equal to that spell's mana value.;Instant;;;2X2, CMR, IMA, J16, LEG, ME3, PRM, VMA;boosterfun;mythic;;;oval;2X2;;;;;;Counter target spell. At the beginning of your next main phase, add an amount of {C} equal to that spell's mana value.;;Instant;Instant;a5f55cca-b38c-5e82-bb37-6c2488db16a1;d8b9d0ec-bb20-5457-95c7-c00f2519434e, 2d80ee0b-285b-5a76-88b4-e80660c58c43;
Jeff Miracola;9b465bde-3656-4495-ace4-af4ce29999ed;;;paper;;borderless;;U;;U;;;275.0;0.17;;;;;nonfoil, foil;;;inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;Evoke, Flying;English;normal;;;;{4}{U};5.0;Mulldrifter;349;;;Flying\nWhen Mulldrifter enters the battlefield, draw two cards.\nEvoke {2}{U} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.);Creature — Elemental;;2;2X2, AFC, C14, C15, C18, C20, CM2, CMD, CMR, DD2, F09, J21, JVC, KHC, LRW, MB1, MM2, MMA, PRM, SLD, TD0, TSR;boosterfun;uncommon;;;;2X2;;;;Elemental;;Flying\nWhen Mulldrifter enters the battlefield, draw two cards.\nEvoke {2}{U} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.);2;Creature — Elemental;Creature;252d5437-fa8e-547f-b4ed-9bde68d37920;09744103-92f7-59c6-af8d-82bb1a3b21af;
Dermot Power;4162c8c0-8ded-497c-b29e-131e43dfae5e;;;paper;;borderless;;U;;U;;;693.0;0.32;;;;;nonfoil, foil;;"""If you make me spill my drink, you're buying me a new one.""";inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{U};1.0;Spell Pierce;350;;;Counter target noncreature spell unless its controller pays {2}.;Instant;;;2X2, MM3, MP2, NEO, PRM, SCH, SLD, XLN, ZEN;boosterfun;common;;;;2X2;;;;;;Counter target noncreature spell unless its controller pays {2}.;;Instant;Instant;0afff012-e2bd-549d-aa18-ad6f78190cdd;2f82a48a-ce96-5c2a-83e3-66de8fdb7556;
Jeff Miracola;9b465bde-3656-4495-ace4-af4ce29999ed;;;paper;;borderless;;U;;U;;;1378.0;0.12;;;;;nonfoil, foil;;"""Sleep and dream, dream and snore,\nWhile we fae complete our chore.""\n—Fae rhyme";inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;Mill;English;normal;;;;{U};1.0;Thought Scour;351;;;Target player mills two cards.\nDraw a card.;Instant;;;2X2, DDM, DKA, IMA, JMP, MB1, PRM;boosterfun;common;;;;2X2;;;;;;Target player mills two cards.\nDraw a card.;;Instant;Instant;e8d67cfe-48a0-5a71-90a3-140a59d41ccd;562d303a-6406-51ff-b9f8-6014306013ef;
Carl Critchlow;17948f16-611a-44b8-8d10-9895a0bdfff1;;;paper;;borderless;;B;;B;;;133.0;0.55;;;;;nonfoil, foil;;From the veins of a peasant to the sketchbook of a master.;inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{1}{B};2.0;Blood Artist;352;;;Whenever Blood Artist or another creature dies, target player loses 1 life and you gain 1 life.;Creature — Vampire;;0;2X2, AVR, C17, EMA, J22, JMP, MB1, PRM, SLD, VOC;boosterfun;uncommon;;;;2X2;;;;Vampire;;Whenever Blood Artist or another creature dies, target player loses 1 life and you gain 1 life.;1;Creature — Vampire;Creature;b0f2b7f2-459e-5912-93c5-c6e9825ea7f2;0bd8fca0-eae7-538f-999e-97b3a79d77d7;
Ian Miller;d2200e9f-c40d-45d4-8d87-3f1412c61770;;;paper;;borderless;;B;;B;;;192.0;0.51;;;;;nonfoil, foil;;Their bodies rotted, their bones splintered, and their souls frayed to tatters. Only then were they granted the mercy of death.;inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{2}{B}{B};4.0;Damnation;353;;;Destroy all creatures. They can't be regenerated.;Sorcery;;;2X2, J15, MM3, MP2, P08, PLC, PRM, SLD, TSR;boosterfun;rare;;;oval;2X2;;;;;;Destroy all creatures. They can't be regenerated.;;Sorcery;Sorcery;7d23e27f-35e5-5324-975c-61e7d854fe5f;d1daaab5-3a27-5b2d-82dc-a0e24a82cc15, f19a8eab-60fa-5ff2-88e2-35c9fbbdfde0;
Mark Tedin;9ee9a9cc-c09e-486f-918b-69f80cbc4188;;;paper;;borderless;;B;;B;;;533.0;0.98;;;;;nonfoil, foil;;"""Oh, for heaven's sake, of course it was a death threat! What did you think was in an envelope like that, a wedding invitation?""\n—Magistrate's assistant";inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{B};1.0;Imperial Seal;354;;;Search your library for a card, then shuffle and put that card on top. You lose 2 life.;Sorcery;;;2X2, J16, ME2, PRM, PTK;boosterfun;mythic;;;oval;2X2;;;;;;Search your library for a card, then shuffle and put that card on top. You lose 2 life.;;Sorcery;Sorcery;cc50fdf0-d575-5706-8437-8cbf0eb2de6a;62abe9c7-9a6f-53a9-9d91-2767279cb5a5, 0ee631d7-2b00-56c9-ab26-87394e91cdac;
rk post;81ae0f3f-1d88-4125-9aeb-b15b4c734c82;;;paper;;borderless;;B;;B;;;5358.0;0.3;;;;;nonfoil, foil;;You will scream out your innermost secrets just to make it stop.;inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{B};1.0;Inquisition of Kozilek;355;;;Target player reveals their hand. You choose a nonland card from it with mana value 3 or less. That player discards that card.;Sorcery;;;2X2, CN2, MB1, MD1, MM3, PRM, ROE, SLD, STA;boosterfun;uncommon;;;;2X2;;;;;;Target player reveals their hand. You choose a nonland card from it with mana value 3 or less. That player discards that card.;;Sorcery;Sorcery;05adc052-5d16-5435-a6d4-8e264523673d;92af8dce-f610-5093-9956-c20c82b23052;
Thomas M. Baxa;ff346569-557d-4043-ae44-97c2c7cabd7d;;;paper;;borderless;;B;;B;;;15885.0;0.5;;;;;nonfoil, foil;;;inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{B/P};1.0;Surgical Extraction;356;;;({PB} can be paid with either {B} or 2 life.)\nChoose target card in a graveyard other than a basic land card. Search its owner's graveyard, hand, and library for any number of cards with the same name as that card and exile them. Then that player shuffles.;Instant;;;2X2, MM2, NPH, PNPH, PRM;boosterfun;rare;;;oval;2X2;;;;;;({B/P} can be paid with either {B} or 2 life.)\nChoose target card in a graveyard other than a basic land card. Search its owner's graveyard, hand, and library for any number of cards with the same name as that card and exile them. Then that player shuffles.;;Instant;Instant;c2dae913-4061-5f8d-b60c-592c92273005;5a566f46-524b-5bf7-a6f9-a13b9b949cd8, 05491552-acdc-5d47-90dd-c5c85ce3a643;
Jeff Miracola;9b465bde-3656-4495-ace4-af4ce29999ed;;;paper;;borderless;;B;;B;;;879.0;0.13;;;;;nonfoil, foil;;Don't dig up the past if you're not prepared for the consequences.;inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;Cycling;English;normal;;;;{B};1.0;Unearth;357;;;Return target creature card with mana value 3 or less from your graveyard to the battlefield.\nCycling {2} ({2}, Discard this card: Draw a card.);Sorcery;;;2X2, A25, MH1, PRM, ULG;boosterfun;common;;;;2X2;;;;;;Return target creature card with mana value 3 or less from your graveyard to the battlefield.\nCycling {2} ({2}, Discard this card: Draw a card.);;Sorcery;Sorcery;4d71fd80-e9df-5945-b64f-cad92328c43d;eec5f5e7-f2c9-5648-b947-a558f12563d4;
Dermot Power;4162c8c0-8ded-497c-b29e-131e43dfae5e;;;paper;;borderless;;R;;R;;;3866.0;0.22;;;;;nonfoil, foil;;"""Toralf struck the ground with his hammer, and the force of a thousand storms tore through the demonic horde.""\n—Birgi, god of storytelling";inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{1}{R}{R};3.0;Anger of the Gods;358;;;Anger of the Gods deals 3 damage to each creature. If a creature dealt damage this way would die this turn, exile it instead.;Sorcery;;;2X2, AKR, IMA, MB1, PRM, SLD, THS, TSR;boosterfun;rare;;;oval;2X2;;;;;;Anger of the Gods deals 3 damage to each creature. If a creature dealt damage this way would die this turn, exile it instead.;;Sorcery;Sorcery;edd650f2-9ce5-50eb-b5d5-70c92d7df9bf;9194275c-7e27-5c6c-996b-46e3d590e0d4, 83074ae3-ef6d-59d8-9b0e-d8139d1377a1;
Phil Foglio;3bfc0fd7-f6ce-4c3f-a755-aaafc84ac704;;;paper;;borderless;;R;;R;;;29.0;0.38;;;;;nonfoil, foil;;Confused but undeterred, the butterflies charged into battle.;inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{2}{R};3.0;Chaos Warp;359;;;The owner of target permanent shuffles it into their library, then reveals the top card of their library. If it's a permanent card, they put it onto the battlefield.;Instant;;;2X2, 40K, AFC, BRC, C14, C16, C17, C18, C19, C20, CLB, CM1, CM2, CMD, MB1, MOC, NCC, NEC, PHED, PRM, PZ1, SCD, STA, VMA;boosterfun;rare;;;oval;2X2;;;;;;The owner of target permanent shuffles it into their library, then reveals the top card of their library. If it's a permanent card, they put it onto the battlefield.;;Instant;Instant;207d4c0c-f0ef-5e5f-b116-200995f2a3d2;e1e14986-bc75-5125-a086-03859d69b16a, b16456b6-9571-50de-bcb1-78b382b4fab9;
Douglas Shuler;a9ddb513-51c7-455c-ab8f-5b90aae9f75b;;;paper;;borderless;;R;;R;;;86.0;2.32;;;;;nonfoil, foil;;The fine print is illegible scribbles, but it *is* legally binding.;inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;Treasure;English;normal;;;;{1}{R};2.0;Dockside Extortionist;360;;;When Dockside Extortionist enters the battlefield, create X Treasure tokens, where X is the number of artifacts and enchantments your opponents control.;Creature — Goblin Pirate;;1;2X2, C19, PRM;boosterfun;mythic;;;oval;2X2;;;;Goblin, Pirate;;"When Dockside Extortionist enters the battlefield, create X Treasure tokens, where X is the number of artifacts and enchantments your opponents control. (Treasure tokens are artifacts with ""{T}, Sacrifice this artifact: Add one mana of any color."")";2;Creature — Goblin Pirate;Creature;110e193d-f86b-59f0-a979-fd0615c7576e;1104bdaa-8841-5b80-8300-0e8d0fcd33b7, 3db882c7-a3ab-53b7-9e00-652609755b22;
Chuck Lukacs;2bdf4da7-c66c-4c46-a253-284c856ccfab;;;paper;;borderless;;R;;R;;;247.0;0.13;;;;;nonfoil, foil;;"""My, how shocking.""\n—Barrin, Tolarian archmage";inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{R};1.0;Lightning Bolt;361;;;Lightning Bolt deals 3 damage to any target.;Instant;;;2ED, 2X2, 30A, 3ED, 4BB, 4ED, A25, ATH, BTD, CED, CEI, CLB, E01, FBB, GN3, HBG, J21, JGP, JMP, LEA, LEB, M10, M11, MB1, ME1, MM2, P10, PD2, PF19, PLIST, PRM, PTC, SLD, STA, SUM, TD0;boosterfun;uncommon;;;;2X2;;;;;;Lightning Bolt deals 3 damage to any target.;;Instant;Instant;190a854f-6657-59fb-a551-4bf99e4a5905;0aa4288b-47ee-5d3b-8b81-5479779a8b7b;
Eric Velhagen;9f85c6c1-5cf4-4092-bb65-006eaca188d4;;;paper;;borderless;;R;;R;;;6159.0;;;;;;nonfoil, foil;;"""No sign of movement. Looks like we've got the element of sur—""\n—Gaiza, Mardu raider";inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;Haste, Prowess;English;normal;;;;{R};1.0;Monastery Swiftspear;362;;;Haste\nProwess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.);Creature — Human Monk;;1;2X2, BRO, IMA, KTK, MB1, PRM, SLD, TSR;boosterfun;common;;;;2X2;;;;Human, Monk;;Haste\nProwess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.);2;Creature — Human Monk;Creature;6185a1cb-a43f-5ee4-b0ee-7b9b6753f81c;dc75b85f-50d6-57cf-a214-9ac437f9969d;
Steve Prescott;a1139fb8-41f5-4a9e-9a74-f662e1a23b35;;;paper;;borderless;;R;;R;;;6982.0;0.1;;;;;nonfoil, foil;;;inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{1}{R}{R};3.0;Seasoned Pyromancer;363;;;When Seasoned Pyromancer enters the battlefield, discard two cards, then draw two cards. For each nonland card discarded this way, create a 1/1 red Elemental creature token.\n{3}{R}{R}, Exile Seasoned Pyromancer from your graveyard: Create two 1/1 red Elemental creature tokens.;Creature — Human Shaman;;2;2X2, J21, MH1, PRM;boosterfun;mythic;;;oval;2X2;;;;Human, Shaman;;When Seasoned Pyromancer enters the battlefield, discard two cards, then draw two cards. For each nonland card discarded this way, create a 1/1 red Elemental creature token.\n{3}{R}{R}, Exile Seasoned Pyromancer from your graveyard: Create two 1/1 red Elemental creature tokens.;2;Creature — Human Shaman;Creature;c05a844d-dfe2-5c45-8eff-83ab3d895682;0aa6573b-ce1b-5f4e-a74e-31f3b2ad9952, 11fc95b1-f4aa-5afe-ae7d-3bc918e49b46;
Steve Prescott;a1139fb8-41f5-4a9e-9a74-f662e1a23b35;;;paper;;borderless;;R;;R;;;636.0;0.19;;;;;nonfoil, foil;;"""Why do they say you shouldn't play with fire? Fire is the best thing to play with!""";inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{1}{R};2.0;Young Pyromancer;364;;;Whenever you cast an instant or sorcery spell, create a 1/1 red Elemental creature token.;Creature — Human Shaman;;2;2X2, DDS, EMA, J22, JMP, M14, MB1, PLIST, PRM, SS3, TSR, UMA;boosterfun;uncommon;;;;2X2;;;;Human, Shaman;;Whenever you cast an instant or sorcery spell, create a 1/1 red Elemental creature token.;1;Creature — Human Shaman;Creature;4d9a74ef-c1e0-518d-955e-1c59da57e8e4;9cfe5dd7-0f94-557d-a175-1f1b9e723cfc;
Douglas Shuler;a9ddb513-51c7-455c-ab8f-5b90aae9f75b;;;paper;;borderless;;G;;G;;;1194.0;0.87;;;;;nonfoil, foil;;;inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{G};1.0;Allosaurus Shepherd;365;;;This spell can't be countered.\nGreen spells you control can't be countered.\n{4}{G}{G}: Until end of turn, each Elf creature you control has base power and toughness 5/5 and becomes a Dinosaur in addition to its other creature types.;Creature — Elf Shaman;;1;2X2, JMP, PRM;boosterfun;mythic;;;oval;2X2;;;;Elf, Shaman;;This spell can't be countered.\nGreen spells you control can't be countered.\n{4}{G}{G}: Until end of turn, each Elf creature you control has base power and toughness 5/5 and becomes a Dinosaur in addition to its other creature types.;1;Creature — Elf Shaman;Creature;a7c8a3fc-9af8-57b0-92f3-6fe75c775509;88a0e731-383e-5584-ae5b-eb678fbe3221, fab78aec-1c4b-525c-a166-bcfec63fc359;
Scott M. Fischer;23b0cf43-3e43-44c6-8329-96446eca5bce;;;paper;;borderless;;G;;G;;;298.0;0.44;;;;;nonfoil, foil;;"""What, these old things? They were just lying around, gathering dust. I figured I might as well put them to use.""";inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{1}{G};2.0;Bloom Tender;366;;;{T}: For each color among permanents you control, add one mana of that color.;Creature — Elf Druid;;1;2X2, EVE, MB1, PRM, SLD;boosterfun;rare;;;oval;2X2;;;;Elf, Druid;;{T}: For each color among permanents you control, add one mana of that color.;1;Creature — Elf Druid;Creature;d9856433-aecc-5b5b-84bf-55b919ce5a35;2edc1e09-a9d3-5e9f-a792-c33874cd0dcb, 2ac6ca11-7b22-5b34-af27-81ec8947fa01;
Mark Poole;bfdeaf09-f915-4058-8e8b-bcac3bc43c33;;;paper;;borderless;;G;;G;;;1307.0;0.42;;;;;nonfoil, foil;;"""Realms emerge and wither like autumn leaves, but the World Tree endures eternally.""\n—Esika, god of the Tree";inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{G};1.0;Concordant Crossroads;367;;;All creatures have haste.;World Enchantment;;;2X2, BCHR, CHR, LEG, ME3, PRM, SLD, TD0;boosterfun;mythic;;;oval;2X2;;;;;World;All creatures have haste.;;World Enchantment;Enchantment;9af7a005-4ba6-5c12-bcb1-a43776649f83;e7791969-b9ec-55a5-8405-354f6d5a0d1d, fb66c0b4-b14a-55a9-86ee-88225d3c7e88;
Keith Garletts;6ab2144d-a579-4aff-bce9-e6d76427ff04;;;paper;;borderless;;G;;G;;;47.0;0.24;;;;;nonfoil, foil;;She remembers all those who would otherwise be forgotten.;inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{1}{G}{G};3.0;Eternal Witness;368;;;When Eternal Witness enters the battlefield, you may return target card from your graveyard to your hand.;Creature — Human Shaman;;2;2X2, 5DN, C15, CM2, CMA, CMD, CMR, DDJ, F08, MB1, MIC, MMA, P30A, PLIST, PRM, PUMA, PZ1, SCD, SLD, TD0, TSR, UMA, WC04;boosterfun;uncommon;;;;2X2;;;;Human, Shaman;;When Eternal Witness enters the battlefield, you may return target card from your graveyard to your hand.;1;Creature — Human Shaman;Creature;8c28db13-d9da-54c2-823d-d99cfe7dd00c;f785d5bd-82b8-5ea1-a5ca-f4ec3bd3e2bb;
Jim Nelson;aa9f64d1-29e1-4c82-877e-44c18183f40b;;;paper;;borderless;;G;;G;;;472.0;0.32;;;;;nonfoil, foil;;"""They're herbivores, not prey animals. Go startle one if you want to know the difference.""\n—Huatli";inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{G};1.0;Hardened Scales;369;;;If one or more +1/+1 counters would be put on a creature you control, that many plus one +1/+1 counters are put on it instead.;Enchantment;;;2X2, 40K, C16, CM2, J21, KTK, PKTK, PRM;boosterfun;rare;;;oval;2X2;;;;;;If one or more +1/+1 counters would be put on a creature you control, that many plus one +1/+1 counters are put on it instead.;;Enchantment;Enchantment;c098afe1-1b41-5f8e-994b-ae4b2121c038;57654daf-636d-52e2-ba4e-c76adbdcc73c, fac07cac-d394-5de6-b433-35f6c56d1d77;
Darrell Riche;262c8e55-4efc-467b-a042-6f734b9d2e01;;;paper;;borderless;;G;;G;;;486.0;0.45;;;;;nonfoil, foil;;;inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{3}{G};4.0;Oracle of Mul Daya;370;;;You may play an additional land on each of your turns.\nPlay with the top card of your library revealed.\nYou may play lands from the top of your library.;Creature — Elf Shaman;;2;2X2, JMP, PRM, ZEN;boosterfun;rare;;;oval;2X2;;;;Elf, Shaman;;You may play an additional land on each of your turns.\nPlay with the top card of your library revealed.\nYou may play lands from the top of your library.;2;Creature — Elf Shaman;Creature;03c7a115-6f8c-5257-aa68-208b2d75a32f;abcf2177-565b-5158-8f1b-44dab5e3fa08, bbcb921f-d3a9-5601-a955-cb7a687573cd;
Jeff Miracola;9b465bde-3656-4495-ace4-af4ce29999ed;;;paper;;borderless;;G;;G;;;25.0;0.12;;;;;nonfoil, foil;;Lord Windgrace dedicated his life to restoring Urborg to its former glory.;inverted;2015;;;;1;1;;;;;;;;1.0;;1.0;;;;;English;normal;;;;{1}{G};2.0;Rampant Growth;371;;;Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle.;Sorcery;;;10E, 2X2, 40K, 6ED, 7ED, 8ED, 9ED, AFC, BTD, C15, C16, C21, CMR, DDS, DPA, HOP, LTC, M10, M12, MB1, MIR, MM2, NCC, NEC, P09, PRM, PS11, PSAL, TD0, TMP, TPR, WC04;boosterfun;common;;;;2X2;;;;;;Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle.;;Sorcery;Sorcery;c695ef98-6a16-51c2-a998-308adfcd080a;5f98cebb-739a-5499-8166-35c201cc6f84;
